client_id,order_date,order_price,city_id
43763,2022-01-04 00:00:00,7600,3
43806,2022-01-04 00:00:00,8550,1
43824,2022-01-04 00:00:00,4600,1
43883,2022-01-04 00:00:00,9750,3
43888,2022-01-04 00:00:00,2100,2
43926,2022-01-04 00:00:00,6800,1
43931,2022-01-04 00:00:00,9750,3
43935,2022-01-04 00:00:00,4500,1
43025,2022-01-05 00:00:00,2400,3
43037,2022-01-05 00:00:00,5200,3
43057,2022-01-05 00:00:00,1650,2
43084,2022-01-05 00:00:00,8250,2
43127,2022-01-05 00:00:00,7600,3
43148,2022-01-05 00:00:00,2750,3
43240,2022-01-05 00:00:00,2750,2
43257,2022-01-05 00:00:00,1750,1
43300,2022-01-05 00:00:00,1300,2
43335,2022-01-05 00:00:00,7850,1
43347,2022-01-05 00:00:00,7150,1
43394,2022-01-05 00:00:00,6450,3
43464,2022-01-05 00:00:00,9050,1
43493,2022-01-05 00:00:00,2650,3
43540,2022-01-05 00:00:00,7200,2
43555,2022-01-05 00:00:00,8800,2
43587,2022-01-05 00:00:00,4350,1
43620,2022-01-05 00:00:00,2050,1
43626,2022-01-05 00:00:00,9850,1
43728,2022-01-05 00:00:00,8850,1
43764,2022-01-05 00:00:00,3600,1
43830,2022-01-05 00:00:00,4650,1
43889,2022-01-05 00:00:00,5800,3
43932,2022-01-05 00:00:00,5100,1
43011,2022-01-06 00:00:00,2250,1
43021,2022-01-06 00:00:00,7250,2
43033,2022-01-06 00:00:00,1000,2
43039,2022-01-06 00:00:00,9100,2
43110,2022-01-06 00:00:00,7050,1
43152,2022-01-06 00:00:00,5000,1
43154,2022-01-06 00:00:00,7250,3
43161,2022-01-06 00:00:00,1800,1
43181,2022-01-06 00:00:00,1500,3
43236,2022-01-06 00:00:00,2600,1
43256,2022-01-06 00:00:00,4650,3
43274,2022-01-06 00:00:00,9700,3
43295,2022-01-06 00:00:00,7850,3
43333,2022-01-06 00:00:00,9250,2
43371,2022-01-06 00:00:00,3800,1
43378,2022-01-06 00:00:00,7050,2
43474,2022-01-06 00:00:00,4600,2
43487,2022-01-06 00:00:00,1250,3
43488,2022-01-06 00:00:00,6050,1
43494,2022-01-06 00:00:00,1350,1
43507,2022-01-06 00:00:00,9250,2
43512,2022-01-06 00:00:00,2700,1
43530,2022-01-06 00:00:00,9050,1
43558,2022-01-06 00:00:00,3550,2
43591,2022-01-06 00:00:00,7200,2
43668,2022-01-06 00:00:00,3450,1
43690,2022-01-06 00:00:00,6800,2
43700,2022-01-06 00:00:00,2850,3
43702,2022-01-06 00:00:00,2500,2
43714,2022-01-06 00:00:00,3050,2
43717,2022-01-06 00:00:00,6800,2
43758,2022-01-06 00:00:00,2400,1
43776,2022-01-06 00:00:00,1900,1
43793,2022-01-06 00:00:00,4600,3
43804,2022-01-06 00:00:00,9450,2
43836,2022-01-06 00:00:00,6400,1
43860,2022-01-06 00:00:00,4300,1
43911,2022-01-06 00:00:00,8050,1
43952,2022-01-06 00:00:00,9550,3
43955,2022-01-06 00:00:00,3000,3
43054,2022-01-07 00:00:00,6200,2
43060,2022-01-07 00:00:00,2200,2
43119,2022-01-07 00:00:00,6950,1
43146,2022-01-07 00:00:00,7400,1
43166,2022-01-07 00:00:00,3100,3
43244,2022-01-07 00:00:00,3650,3
43255,2022-01-07 00:00:00,4400,2
43269,2022-01-07 00:00:00,8900,1
43365,2022-01-07 00:00:00,8550,1
43398,2022-01-07 00:00:00,6250,1
43422,2022-01-07 00:00:00,6800,1
43438,2022-01-07 00:00:00,8300,2
43439,2022-01-07 00:00:00,7350,3
43441,2022-01-07 00:00:00,3900,2
43457,2022-01-07 00:00:00,6350,3
43515,2022-01-07 00:00:00,5100,1
43523,2022-01-07 00:00:00,4200,3
43528,2022-01-07 00:00:00,7050,2
43533,2022-01-07 00:00:00,5600,1
43610,2022-01-07 00:00:00,8150,3
43683,2022-01-07 00:00:00,4700,1
43733,2022-01-07 00:00:00,8850,3
43741,2022-01-07 00:00:00,5200,2
43771,2022-01-07 00:00:00,4650,2
43782,2022-01-07 00:00:00,9550,1
43816,2022-01-07 00:00:00,9700,2
43898,2022-01-07 00:00:00,8800,3
43914,2022-01-07 00:00:00,2750,1
43920,2022-01-07 00:00:00,9350,1
43942,2022-01-07 00:00:00,2800,2
43947,2022-01-07 00:00:00,7750,1
43954,2022-01-07 00:00:00,6550,2
43000,2022-01-08 00:00:00,9250,2
43038,2022-01-08 00:00:00,5400,1
43071,2022-01-08 00:00:00,7050,1
43096,2022-01-08 00:00:00,2700,2
43105,2022-01-08 00:00:00,1400,2
43116,2022-01-08 00:00:00,9250,1
43141,2022-01-08 00:00:00,5500,2
43159,2022-01-08 00:00:00,3850,2
43263,2022-01-08 00:00:00,7500,1
43303,2022-01-08 00:00:00,4300,2
43340,2022-01-08 00:00:00,8500,3
43349,2022-01-08 00:00:00,1800,3
43386,2022-01-08 00:00:00,7150,1
43407,2022-01-08 00:00:00,8750,1
43433,2022-01-08 00:00:00,9650,3
43440,2022-01-08 00:00:00,4050,1
43449,2022-01-08 00:00:00,8350,1
43492,2022-01-08 00:00:00,4600,2
43598,2022-01-08 00:00:00,9350,3
43619,2022-01-08 00:00:00,3550,3
43680,2022-01-08 00:00:00,7600,1
43731,2022-01-08 00:00:00,4700,1
43825,2022-01-08 00:00:00,6500,2
43838,2022-01-08 00:00:00,7400,3
43861,2022-01-08 00:00:00,7200,2
43865,2022-01-08 00:00:00,9450,3
43884,2022-01-08 00:00:00,4600,1
43923,2022-01-08 00:00:00,1900,1
43928,2022-01-08 00:00:00,1800,3
43008,2022-01-09 00:00:00,3300,1
43042,2022-01-09 00:00:00,3650,2
43078,2022-01-09 00:00:00,5050,2
43107,2022-01-09 00:00:00,5700,1
43115,2022-01-09 00:00:00,9300,3
43117,2022-01-09 00:00:00,8750,2
43229,2022-01-09 00:00:00,8800,3
43275,2022-01-09 00:00:00,8100,1
43354,2022-01-09 00:00:00,4350,2
43395,2022-01-09 00:00:00,4300,1
43397,2022-01-09 00:00:00,9700,3
43421,2022-01-09 00:00:00,3850,3
43459,2022-01-09 00:00:00,6750,2
43472,2022-01-09 00:00:00,5400,3
43514,2022-01-09 00:00:00,9950,3
43516,2022-01-09 00:00:00,2600,2
43532,2022-01-09 00:00:00,7150,3
43567,2022-01-09 00:00:00,7750,2
43607,2022-01-09 00:00:00,2050,3
43620,2022-01-09 00:00:00,4100,1
43632,2022-01-09 00:00:00,9450,1
43662,2022-01-09 00:00:00,2900,1
43708,2022-01-09 00:00:00,8900,2
43736,2022-01-09 00:00:00,1850,3
43772,2022-01-09 00:00:00,2900,3
43774,2022-01-09 00:00:00,2800,2
43857,2022-01-09 00:00:00,2650,1
43858,2022-01-09 00:00:00,4250,2
43870,2022-01-09 00:00:00,2850,2
43878,2022-01-09 00:00:00,2250,1
43894,2022-01-09 00:00:00,6450,2
43897,2022-01-09 00:00:00,4350,2
43901,2022-01-09 00:00:00,6700,3
43903,2022-01-09 00:00:00,2900,2
43950,2022-01-09 00:00:00,1650,1
43021,2022-01-10 00:00:00,3950,2
43062,2022-01-10 00:00:00,6050,1
43118,2022-01-10 00:00:00,9200,3
43131,2022-01-10 00:00:00,4300,1
43162,2022-01-10 00:00:00,4700,2
43186,2022-01-10 00:00:00,4350,2
43227,2022-01-10 00:00:00,8000,1
43245,2022-01-10 00:00:00,9750,1
43258,2022-01-10 00:00:00,3600,2
43285,2022-01-10 00:00:00,3750,2
43294,2022-01-10 00:00:00,9300,2
43310,2022-01-10 00:00:00,6600,3
43312,2022-01-10 00:00:00,9100,2
43316,2022-01-10 00:00:00,3650,3
43326,2022-01-10 00:00:00,9850,1
43332,2022-01-10 00:00:00,7200,1
43341,2022-01-10 00:00:00,2700,1
43367,2022-01-10 00:00:00,7600,3
43400,2022-01-10 00:00:00,8350,3
43424,2022-01-10 00:00:00,5350,3
43466,2022-01-10 00:00:00,4200,3
43490,2022-01-10 00:00:00,2050,3
43594,2022-01-10 00:00:00,1450,2
43640,2022-01-10 00:00:00,4000,3
43649,2022-01-10 00:00:00,8700,3
43652,2022-01-10 00:00:00,9800,3
43685,2022-01-10 00:00:00,6900,3
43701,2022-01-10 00:00:00,6700,1
43712,2022-01-10 00:00:00,5200,3
43757,2022-01-10 00:00:00,3750,3
43817,2022-01-10 00:00:00,8250,3
43856,2022-01-10 00:00:00,8950,3
43909,2022-01-10 00:00:00,6100,2
43914,2022-01-10 00:00:00,8550,1
43940,2022-01-10 00:00:00,6300,3
43023,2022-01-11 00:00:00,8850,1
43049,2022-01-11 00:00:00,4300,3
43098,2022-01-11 00:00:00,4400,1
43125,2022-01-11 00:00:00,4500,1
43130,2022-01-11 00:00:00,9700,3
43134,2022-01-11 00:00:00,3800,1
43149,2022-01-11 00:00:00,6200,1
43165,2022-01-11 00:00:00,7250,2
43192,2022-01-11 00:00:00,5550,2
43194,2022-01-11 00:00:00,3300,1
43211,2022-01-11 00:00:00,4550,3
43221,2022-01-11 00:00:00,5650,1
43223,2022-01-11 00:00:00,8150,3
43237,2022-01-11 00:00:00,7450,2
43301,2022-01-11 00:00:00,1450,3
43305,2022-01-11 00:00:00,1200,1
43323,2022-01-11 00:00:00,5550,1
43328,2022-01-11 00:00:00,6450,3
43393,2022-01-11 00:00:00,6200,2
43445,2022-01-11 00:00:00,7300,3
43470,2022-01-11 00:00:00,4300,1
43488,2022-01-11 00:00:00,7050,1
43515,2022-01-11 00:00:00,7800,1
43518,2022-01-11 00:00:00,6350,1
43521,2022-01-11 00:00:00,2000,1
43535,2022-01-11 00:00:00,1150,3
43539,2022-01-11 00:00:00,9000,1
43574,2022-01-11 00:00:00,9400,3
43576,2022-01-11 00:00:00,5750,2
43578,2022-01-11 00:00:00,8750,1
43612,2022-01-11 00:00:00,9750,2
43615,2022-01-11 00:00:00,5400,2
43672,2022-01-11 00:00:00,6850,2
43739,2022-01-11 00:00:00,6050,3
43751,2022-01-11 00:00:00,5800,3
43755,2022-01-11 00:00:00,1400,1
43762,2022-01-11 00:00:00,2800,2
43803,2022-01-11 00:00:00,7950,1
43807,2022-01-11 00:00:00,8100,2
43851,2022-01-11 00:00:00,6350,1
43873,2022-01-11 00:00:00,7750,2
43882,2022-01-11 00:00:00,8000,2
43919,2022-01-11 00:00:00,1500,3
43027,2022-01-12 00:00:00,10000,2
43064,2022-01-12 00:00:00,5850,3
43111,2022-01-12 00:00:00,5400,2
43160,2022-01-12 00:00:00,4950,3
43180,2022-01-12 00:00:00,10000,2
43225,2022-01-12 00:00:00,6750,2
43283,2022-01-12 00:00:00,3800,3
43359,2022-01-12 00:00:00,5400,1
43416,2022-01-12 00:00:00,9550,1
43420,2022-01-12 00:00:00,5400,2
43435,2022-01-12 00:00:00,7600,2
43456,2022-01-12 00:00:00,3350,2
43458,2022-01-12 00:00:00,5650,1
43538,2022-01-12 00:00:00,2100,3
43553,2022-01-12 00:00:00,8900,3
43718,2022-01-12 00:00:00,1450,3
43756,2022-01-12 00:00:00,6750,2
43781,2022-01-12 00:00:00,4950,3
43792,2022-01-12 00:00:00,7100,2
43840,2022-01-12 00:00:00,2400,2
43884,2022-01-12 00:00:00,1300,1
43005,2022-01-13 00:00:00,5550,1
43028,2022-01-13 00:00:00,8500,3
43046,2022-01-13 00:00:00,2250,3
43072,2022-01-13 00:00:00,1400,2
43091,2022-01-13 00:00:00,5200,3
43132,2022-01-13 00:00:00,5950,2
43169,2022-01-13 00:00:00,9150,3
43212,2022-01-13 00:00:00,4000,1
43266,2022-01-13 00:00:00,6300,1
43356,2022-01-13 00:00:00,5650,1
43358,2022-01-13 00:00:00,3850,3
43387,2022-01-13 00:00:00,5450,2
43451,2022-01-13 00:00:00,9750,3
43477,2022-01-13 00:00:00,8850,2
43508,2022-01-13 00:00:00,3800,3
43560,2022-01-13 00:00:00,9400,1
43639,2022-01-13 00:00:00,3000,2
43675,2022-01-13 00:00:00,8800,2
43697,2022-01-13 00:00:00,8000,3
43719,2022-01-13 00:00:00,1850,1
43753,2022-01-13 00:00:00,3350,2
43788,2022-01-13 00:00:00,3300,1
43800,2022-01-13 00:00:00,1800,1
43808,2022-01-13 00:00:00,1850,3
43810,2022-01-13 00:00:00,5150,2
43826,2022-01-13 00:00:00,9000,3
43827,2022-01-13 00:00:00,6150,1
43896,2022-01-13 00:00:00,5250,1
43906,2022-01-13 00:00:00,1850,2
43001,2022-01-14 00:00:00,8000,3
43003,2022-01-14 00:00:00,3550,2
43042,2022-01-14 00:00:00,5450,2
43044,2022-01-14 00:00:00,3100,1
43053,2022-01-14 00:00:00,9350,1
43058,2022-01-14 00:00:00,2100,3
43069,2022-01-14 00:00:00,7850,2
43076,2022-01-14 00:00:00,3550,3
43083,2022-01-14 00:00:00,2400,1
43100,2022-01-14 00:00:00,7200,3
43130,2022-01-14 00:00:00,9350,3
43147,2022-01-14 00:00:00,1650,2
43156,2022-01-14 00:00:00,7100,2
43164,2022-01-14 00:00:00,9750,1
43175,2022-01-14 00:00:00,2300,3
43205,2022-01-14 00:00:00,9450,3
43238,2022-01-14 00:00:00,8750,3
43274,2022-01-14 00:00:00,7550,3
43297,2022-01-14 00:00:00,2300,2
43363,2022-01-14 00:00:00,5200,2
43389,2022-01-14 00:00:00,2700,1
43396,2022-01-14 00:00:00,8200,2
43498,2022-01-14 00:00:00,7700,2
43501,2022-01-14 00:00:00,4300,2
43511,2022-01-14 00:00:00,3400,3
43556,2022-01-14 00:00:00,9200,3
43567,2022-01-14 00:00:00,4850,2
43573,2022-01-14 00:00:00,2300,2
43608,2022-01-14 00:00:00,9900,1
43614,2022-01-14 00:00:00,5650,1
43660,2022-01-14 00:00:00,6250,2
43673,2022-01-14 00:00:00,6150,3
43734,2022-01-14 00:00:00,1550,1
43779,2022-01-14 00:00:00,6000,1
43798,2022-01-14 00:00:00,4050,2
43832,2022-01-14 00:00:00,2700,3
43834,2022-01-14 00:00:00,8950,2
43871,2022-01-14 00:00:00,1150,3
43876,2022-01-14 00:00:00,8800,2
43882,2022-01-14 00:00:00,1850,2
43897,2022-01-14 00:00:00,7250,2
43929,2022-01-14 00:00:00,5300,1
43060,2022-01-15 00:00:00,9150,2
43065,2022-01-15 00:00:00,1550,1
43202,2022-01-15 00:00:00,1550,3
43229,2022-01-15 00:00:00,6000,3
43301,2022-01-15 00:00:00,3250,3
43304,2022-01-15 00:00:00,9050,3
43325,2022-01-15 00:00:00,5200,3
43331,2022-01-15 00:00:00,6700,3
43410,2022-01-15 00:00:00,1100,1
43452,2022-01-15 00:00:00,2500,1
43453,2022-01-15 00:00:00,5000,2
43472,2022-01-15 00:00:00,5450,3
43495,2022-01-15 00:00:00,7900,2
43520,2022-01-15 00:00:00,9900,3
43525,2022-01-15 00:00:00,4150,2
43547,2022-01-15 00:00:00,4500,3
43550,2022-01-15 00:00:00,1000,3
43580,2022-01-15 00:00:00,6700,3
43616,2022-01-15 00:00:00,8850,3
43618,2022-01-15 00:00:00,1550,2
43671,2022-01-15 00:00:00,8850,1
43687,2022-01-15 00:00:00,9250,2
43706,2022-01-15 00:00:00,2000,3
43746,2022-01-15 00:00:00,6250,1
43760,2022-01-15 00:00:00,7450,3
43765,2022-01-15 00:00:00,5950,2
43772,2022-01-15 00:00:00,1150,3
43785,2022-01-15 00:00:00,4950,1
43814,2022-01-15 00:00:00,7800,3
43835,2022-01-15 00:00:00,5900,3
43858,2022-01-15 00:00:00,8700,2
43921,2022-01-15 00:00:00,9650,2
43923,2022-01-15 00:00:00,7250,1
43011,2022-01-16 00:00:00,4400,1
43045,2022-01-16 00:00:00,5800,2
43089,2022-01-16 00:00:00,1450,1
43151,2022-01-16 00:00:00,5250,3
43157,2022-01-16 00:00:00,1150,3
43183,2022-01-16 00:00:00,5200,2
43201,2022-01-16 00:00:00,2400,2
43206,2022-01-16 00:00:00,5400,1
43360,2022-01-16 00:00:00,8700,2
43364,2022-01-16 00:00:00,9600,3
43406,2022-01-16 00:00:00,8650,3
43432,2022-01-16 00:00:00,2450,2
43443,2022-01-16 00:00:00,8850,1
43447,2022-01-16 00:00:00,3300,2
43459,2022-01-16 00:00:00,8350,2
43487,2022-01-16 00:00:00,9450,3
43500,2022-01-16 00:00:00,7900,1
43503,2022-01-16 00:00:00,7800,1
43537,2022-01-16 00:00:00,9800,2
43545,2022-01-16 00:00:00,3400,1
43563,2022-01-16 00:00:00,2000,1
43609,2022-01-16 00:00:00,6050,2
43623,2022-01-16 00:00:00,1250,1
43705,2022-01-16 00:00:00,4000,2
43725,2022-01-16 00:00:00,9800,1
43743,2022-01-16 00:00:00,1450,1
43744,2022-01-16 00:00:00,2950,2
43755,2022-01-16 00:00:00,7350,1
43829,2022-01-16 00:00:00,2750,3
43868,2022-01-16 00:00:00,4850,3
43916,2022-01-16 00:00:00,7800,3
43924,2022-01-16 00:00:00,8900,2
43956,2022-01-16 00:00:00,7550,1
43102,2022-01-17 00:00:00,3000,2
43108,2022-01-17 00:00:00,6050,2
43120,2022-01-17 00:00:00,8950,2
43163,2022-01-17 00:00:00,8600,3
43168,2022-01-17 00:00:00,3150,2
43235,2022-01-17 00:00:00,3250,3
43254,2022-01-17 00:00:00,2350,1
43275,2022-01-17 00:00:00,8450,1
43293,2022-01-17 00:00:00,6700,1
43308,2022-01-17 00:00:00,2350,1
43342,2022-01-17 00:00:00,2150,2
43343,2022-01-17 00:00:00,1100,3
43350,2022-01-17 00:00:00,5600,1
43374,2022-01-17 00:00:00,4350,1
43376,2022-01-17 00:00:00,7450,3
43384,2022-01-17 00:00:00,6350,2
43441,2022-01-17 00:00:00,8900,2
43486,2022-01-17 00:00:00,6750,2
43501,2022-01-17 00:00:00,1000,2
43551,2022-01-17 00:00:00,5850,1
43641,2022-01-17 00:00:00,4500,1
43653,2022-01-17 00:00:00,2700,1
43666,2022-01-17 00:00:00,8700,2
43678,2022-01-17 00:00:00,2350,2
43682,2022-01-17 00:00:00,9050,3
43695,2022-01-17 00:00:00,5900,1
43696,2022-01-17 00:00:00,8800,2
43721,2022-01-17 00:00:00,6250,3
43729,2022-01-17 00:00:00,9050,2
43737,2022-01-17 00:00:00,8000,1
43766,2022-01-17 00:00:00,2450,3
43822,2022-01-17 00:00:00,6150,2
43905,2022-01-17 00:00:00,7250,1
43943,2022-01-17 00:00:00,6750,3
43023,2022-01-18 00:00:00,5350,1
43050,2022-01-18 00:00:00,3050,1
43051,2022-01-18 00:00:00,2150,2
43109,2022-01-18 00:00:00,7250,3
43273,2022-01-18 00:00:00,8700,2
43287,2022-01-18 00:00:00,9300,1
43292,2022-01-18 00:00:00,4600,3
43302,2022-01-18 00:00:00,1900,1
43314,2022-01-18 00:00:00,2800,1
43315,2022-01-18 00:00:00,8000,2
43321,2022-01-18 00:00:00,1900,2
43349,2022-01-18 00:00:00,1500,3
43380,2022-01-18 00:00:00,7400,1
43391,2022-01-18 00:00:00,6200,3
43399,2022-01-18 00:00:00,7150,2
43450,2022-01-18 00:00:00,1400,2
43471,2022-01-18 00:00:00,8100,2
43496,2022-01-18 00:00:00,6650,3
43499,2022-01-18 00:00:00,4950,3
43506,2022-01-18 00:00:00,5750,1
43544,2022-01-18 00:00:00,4750,3
43546,2022-01-18 00:00:00,5450,2
43554,2022-01-18 00:00:00,5950,1
43569,2022-01-18 00:00:00,5900,1
43570,2022-01-18 00:00:00,8100,2
43579,2022-01-18 00:00:00,4250,2
43625,2022-01-18 00:00:00,7150,3
43638,2022-01-18 00:00:00,1250,1
43650,2022-01-18 00:00:00,2650,1
43656,2022-01-18 00:00:00,7800,1
43704,2022-01-18 00:00:00,1050,1
43735,2022-01-18 00:00:00,9150,2
43749,2022-01-18 00:00:00,1200,1
43773,2022-01-18 00:00:00,7550,1
43797,2022-01-18 00:00:00,6900,1
43799,2022-01-18 00:00:00,3000,3
43828,2022-01-18 00:00:00,3700,2
43922,2022-01-18 00:00:00,2900,3
43936,2022-01-18 00:00:00,3100,2
43949,2022-01-18 00:00:00,7450,3
43007,2022-01-19 00:00:00,7400,3
43019,2022-01-19 00:00:00,3400,3
43056,2022-01-19 00:00:00,8000,1
43086,2022-01-19 00:00:00,2250,1
43133,2022-01-19 00:00:00,8300,3
43143,2022-01-19 00:00:00,4750,1
43171,2022-01-19 00:00:00,5850,2
43183,2022-01-19 00:00:00,9550,2
43232,2022-01-19 00:00:00,7450,3
43250,2022-01-19 00:00:00,8300,3
43327,2022-01-19 00:00:00,8250,2
43346,2022-01-19 00:00:00,9400,3
43355,2022-01-19 00:00:00,3200,3
43366,2022-01-19 00:00:00,8550,2
43417,2022-01-19 00:00:00,3550,2
43423,2022-01-19 00:00:00,1050,2
43427,2022-01-19 00:00:00,4200,3
43467,2022-01-19 00:00:00,1600,1
43586,2022-01-19 00:00:00,8300,3
43588,2022-01-19 00:00:00,4150,2
43595,2022-01-19 00:00:00,5850,3
43601,2022-01-19 00:00:00,2900,3
43648,2022-01-19 00:00:00,2950,2
43655,2022-01-19 00:00:00,3000,3
43676,2022-01-19 00:00:00,8600,3
43699,2022-01-19 00:00:00,9400,2
43821,2022-01-19 00:00:00,1100,1
43837,2022-01-19 00:00:00,7350,2
43855,2022-01-19 00:00:00,4300,2
43880,2022-01-19 00:00:00,3450,3
43934,2022-01-19 00:00:00,3200,3
43031,2022-01-20 00:00:00,5550,3
43052,2022-01-20 00:00:00,7150,3
43082,2022-01-20 00:00:00,8500,3
43099,2022-01-20 00:00:00,9250,2
43123,2022-01-20 00:00:00,8750,2
43145,2022-01-20 00:00:00,1900,3
43174,2022-01-20 00:00:00,8750,2
43176,2022-01-20 00:00:00,2500,1
43178,2022-01-20 00:00:00,3550,3
43208,2022-01-20 00:00:00,1650,3
43224,2022-01-20 00:00:00,7050,1
43286,2022-01-20 00:00:00,7750,3
43289,2022-01-20 00:00:00,4100,3
43318,2022-01-20 00:00:00,4200,2
43368,2022-01-20 00:00:00,8200,1
43372,2022-01-20 00:00:00,2800,2
43375,2022-01-20 00:00:00,8550,2
43379,2022-01-20 00:00:00,1450,3
43408,2022-01-20 00:00:00,9350,2
43455,2022-01-20 00:00:00,4300,1
43480,2022-01-20 00:00:00,8300,2
43483,2022-01-20 00:00:00,9250,2
43494,2022-01-20 00:00:00,5150,1
43505,2022-01-20 00:00:00,3950,3
43548,2022-01-20 00:00:00,8050,1
43561,2022-01-20 00:00:00,9950,2
43582,2022-01-20 00:00:00,1200,2
43637,2022-01-20 00:00:00,7800,3
43664,2022-01-20 00:00:00,8250,3
43665,2022-01-20 00:00:00,3950,1
43674,2022-01-20 00:00:00,5850,1
43715,2022-01-20 00:00:00,9450,3
43716,2022-01-20 00:00:00,8300,1
43727,2022-01-20 00:00:00,5050,3
43740,2022-01-20 00:00:00,1350,1
43771,2022-01-20 00:00:00,6600,2
43794,2022-01-20 00:00:00,8350,1
43815,2022-01-20 00:00:00,8350,1
43935,2022-01-20 00:00:00,3150,1
43945,2022-01-20 00:00:00,8800,2
43948,2022-01-20 00:00:00,5600,2
43030,2022-01-21 00:00:00,5050,2
43077,2022-01-21 00:00:00,2850,1
43114,2022-01-21 00:00:00,3850,2
43135,2022-01-21 00:00:00,7050,2
43185,2022-01-21 00:00:00,3950,1
43196,2022-01-21 00:00:00,3100,3
43207,2022-01-21 00:00:00,5900,2
